cod_modulo,id_ra,id_criterio,definicion
1231,4,g,"Se han diseñado escaparates, aplicando los métodos adecuados y las técnicas precisas, según un boceto."
1231,4,h,Se han montado escaparates con diferentes objetivos comerciales.
1231,5,a,Se han descrito los distintos medios promocionales que habitualmente se utilizan en un pequeño establecimiento comercial.
1231,5,b,Se han enumerado las principales técnicas psicológicas que se aplican en una acción promocional.
1231,5,c,Se han considerado las situaciones susceptibles de introducir una acción promocional.
1231,5,d,"Se han programado, según las necesidades comerciales y el presupuesto, las acciones más adecuadas."
1231,5,e,Se ha seleccionado la acción promocional más adecuada para los diferentes objetivos comerciales.
1231,6,a,Se ha establecido el procedimiento de obtención del valor de los ratios de control.
1231,6,b,Se han descrito los instrumentos de medida que se utilizan para valorar la eficacia de una acción promocional.
1231,6,c,Se han calculado los ratios que se utilizan para el control de las acciones de merchandising.
1231,6,d,"Se ha evaluado la eficacia de la acción promocional, utilizando los principales ratios que la cuantifican."
1231,6,e,"Se han realizado informes, interpretando y argumentando los resultados obtenidos."
1232,1,a,"Se han identificado los tipos de consumidores, diferenciando el consumidor final o particular y el industrial u organizacional."
1232,1,b,Se ha definido el contenido y los aspectos que comprende el estudio del comportamiento del consumidor y/o usuario.
1232,1,c,"Se han definido y clasificado las necesidades del consumidor, teniendo en cuenta el orden jerárquico que se establece a la hora de satisfacerlas."
1232,1,d,"Se han clasificado las compras, atendiendo al comportamiento racional o impulsivo del consumidor y/o usuario."
1232,1,e,"Se han identificado las fases del proceso de compra del consumidor final, analizando los factores que determinan su complejidad y duración."
1232,1,f,Se han analizado los determinantes internos y externos que influyen en el proceso de decisión de compra de los consumidores y/o usuarios.
1232,1,g,"Se han identificado las fases del proceso de compra del consumidor industrial, comparando el proceso con el del consumidor final."
1232,1,h,"Se han caracterizado las tipologías de clientes, atendiendo a su comportamiento de compra, su personalidad y sus motivaciones de compra."
1232,2,a,Se han establecido las funciones y responsabilidades de los vendedores en la venta personal.
1232,2,b,"Se han clasificado los vendedores en función de las características de la empresa en la que prestan servicios, el tipo de venta que realizan y la naturaleza del producto."
1232,2,c,"Se ha definido el perfil del vendedor profesional, analizando las cualidades personales, habilidades profesionales y conocimientos que debe tener un buen vendedor."
1232,2,d,Se han descrito distintos puestos de trabajo de ventas y el perfil de los vendedores más adecuados para los mismos.
1232,2,e,"Se han determinado las necesidades de formación, perfeccionamiento y reciclaje del equipo de vendedores."
1232,2,f,Se ha definido el contenido del programa de formación y perfeccionamiento de los vendedores.
1232,2,g,Se ha valorado la importancia de la motivación de los vendedores analizando los principales factores motivadores.
1232,2,h,Se han identificado los sistemas de retribución de los vendedores más habituales.
1232,3,a,Se han identificado las funciones del departamento de ventas de una empresa y las responsabilidades del director de ventas.
1232,3,b,"Se han diferenciado las formas de organización del departamento de ventas por zonas geográficas, por productos y por clientes, entre otras."
1232,3,c,Se ha calculado el número de vendedores que se requieren para cumplir los objetivos del plan de ventas de la empresa.
1232,3,d,"Se ha elaborado el programa de ventas del vendedor, definiendo sus propios objetivos y el plan de actuación, en función de los objetivos establecidos en el plan de ventas de la empresa."
1232,3,e,"Se ha elaborado el argumentario de ventas, incluyendo los puntos fuertes y débiles del producto, resaltando sus ventajas respecto a los de la competencia y presentando soluciones a los problemas del cliente."
1232,3,f,"Se han aplicado técnicas de prospección de clientes, atendiendo a las características del producto/servicio ofertado."
1232,3,g,Se ha determinado el número de visitas comerciales que se van a realizar a los clientes reales y potenciales y el tiempo de duración de las visitas.
1232,3,h,"Se han planificado las visitas a clientes, aplicando las rutas de ventas que permiten optimizar los tiempos del vendedor y reducir los costes."
1232,4,a,"Se ha preparado la documentación necesaria para realizar una visita comercial, consultando la información de cada cliente en la herramienta de gestión de relaciones con clientes (CRM)."
1232,4,b,"Se ha concertado y preparado la entrevista de ventas, adaptando el argumentario a las características, necesidades y potencial de compra de cada cliente, de acuerdo con los objetivos fijados."
1232,4,c,Se ha preparado el material de apoyo y la documentación necesaria.
1232,4,d,"Se ha realizado la presentación y demostración del producto, utilizando técnicas de venta adecuadas para persuadir al cliente."
1232,4,e,Se han previsto las posibles objeciones del cliente y se han definido las técnicas y los argumentos adecuados para la refutación de las mismas.
1232,4,f,Se han utilizado técnicas de comunicación verbal y no verbal en situaciones de venta y relación con el cliente.
1232,4,g,Se ha planificado la negociación de los aspectos y condiciones de la operación que pueden ser objeto de negociación.
1232,4,h,Se han utilizado técnicas para lograr el cierre de la venta y obtener el pedido.
1232,5,a,Se ha interpretado la normativa que regula los contratos de compraventa.
1232,5,b,"Se ha caracterizado el contrato de compraventa, los elementos que intervienen y los derechos y obligaciones de las partes, analizando su estructura y las cláusulas habituales que se incluyen en el mismo."
1232,5,c,"Se ha cumplimentado el contrato de compraventa en el que se recogen los acuerdos entre vendedor y comprador, utilizando un procesador de textos."
1232,5,d,Se ha interpretado la normativa que regula el contrato de compraventa a plazos y los requisitos que se exigen para su formalización.
1232,5,e,Se ha caracterizado el contrato de ventas en consignación analizando los casos en que procede su formalización.
1232,5,f,"Se ha caracterizado el contrato de suministro, analizando los supuestos en los que se requiere para el abastecimiento de materiales y servicios."
1232,5,h,Se han analizado los contratos de leasing y renting como alternativas de adquisición y financiación del inmovilizado de la empresa.
1232,6,a,"Se ha gestionado la documentación comercial de diferentes operaciones de venta, desde la recepción del pedido hasta el envío y recepción por parte del cliente."
1232,6,b,"Se ha establecido el modo de formalizar el pedido por parte del cliente, en ventas a distancia (por catálogo, televenta, teléfono móvil e Internet, entre otros)"
1232,6,c,"Se han identificado las distintas formas de pago, analizando el procedimiento y la documentación necesaria en cada caso."
1232,6,d,Se han diferenciado los medios de pago al contado de los aplazados.
1232,6,e,"Se han comparado los medios y formas de pago, analizando las ventajas y desventajas en términos de coste, seguridad y facilidad de uso."
1232,6,f,Se ha cumplimentado la documentación correspondiente a los diferentes medios de pago.
1232,6,g,"Se han cumplimentado cheques, letras de cambio, pagarés y demás documentación correspondiente a los diferentes medios de pago."
1232,6,h,"Se ha identificado la documentación correspondiente a las operaciones de endoso, aval y gestión de cobro de medios de pago."
1232,7,a,"Se ha calculado el precio de venta del producto, aplicando un cierto margen comercial expresado en forma de porcentaje del precio de coste."
1232,7,b,"Se ha calculado el precio de venta del producto, aplicando un margen comercial expresado en forma de un porcentaje sobre el precio de venta."
1232,7,c,"Se ha determinado el importe total de una operación de venta, aplicando los descuentos y gastos acordados y el IVA correspondiente."
1232,7,d,"Se ha calculado el interés de diferentes operaciones, definiendo las variables que lo determinan y aplicando un determinado tipo de interés."
1232,7,e,"Se ha calculado el descuento de diferentes operaciones, aplicando un determinado tipo de descuento."
1232,7,f,Se ha calculado el descuento y el efectivo resultante de una remesa de efectos.
1232,7,g,"Se han cumplimentado facturas de negociación de efectos comerciales, aplicando un determinado tipo de descuento y la correspondiente comisión."
1233,1,a,Se han examinado los componentes físicos de un ordenador.
1233,1,b,Se han considerado las características y funcionamiento de los equipos informático-electrónicos específicos para el comercio.
1233,1,c,Se ha manejado un sistema operativo basado en el uso de ventanas.
1233,1,d,Se han gestionado los archivos de información mediante sistemas operativos.
1233,1,e,Se ha configurado una red doméstica.
1233,1,f,"Se han protegido los equipos de virus, correo basura y otros elementos indeseables."
1233,1,g,Se han realizado operaciones rutinarias de mantenimiento de los equipos.
1233,1,h,Se han descargado y utilizado aplicaciones de visualización e impresión de datos.
1233,2,a,Se han identificado los conceptos esenciales de funcionamiento y uso de la red y las características propias de las intranets y las extranets.
1233,2,b,Se han evaluado y configurado los distintos sistemas de conexión a la red.
1233,2,c,Se han utilizado los principales programas navegadores para moverse por la red.
1233,2,d,Se han realizado búsquedas selectivas de información mediante aplicaciones específicas y buscadores especializados por temas.
1233,2,e,Se ha utilizado el correo electrónico directamente desde la web.
1233,2,f,Se han empleado programas de cliente de correo electrónico para gestionar el envío y recepción de mensajes.
1233,2,g,Se ha identificado el protocolo de red para la transferencia de archivos (FTP) desde un equipo cliente a un servidor.
1233,2,h,Se han implantado medidas de seguridad para proteger los equipos de intrusiones externas.
1233,3,a,Se han diseñado materiales de comunicación en soportes gráficos.
1233,3,b,"Se ha realizado la composición y formato del material, respetando principios de armonía, proporción, equilibrio y simetría, entre otros."
1233,3,c,"Se han aplicado principios de asociación psicológica de imágenes, contenidos, semejanza, continuidad y simetría, entre otros."
1233,3,d,"Se han empleado técnicas de diseño y autoedición relativas a percepción visual, legibilidad y contrastes de color, entre otros."
1233,3,e,"Se han diseñado materiales gráficos de imágenes, manteniendo una distribución equilibrada de todos los elementos."
1233,3,f,Se ha utilizado diverso software multimedia para la edición de imágenes y sonidos y para la grabación de sonidos.
1233,3,g,Se han efectuado trabajos publicitarios y promocionales en Internet.
1233,4,a,"Se han editado todo tipo de escritos informativos y publicitarios, por medio de aplicaciones específicas de tratamiento y corrección de textos."
1233,4,b,Se han utilizado herramientas especializadas de generación de textos a través de utilidades de edición.
1233,4,c,Se han ordenado los textos e ilustraciones para efectuar una correcta maquetación de los contenidos.
1233,4,d,"Se han elaborado índices temáticos, alfabéticos y de ilustraciones."
1233,4,e,"Se han diseñado presentaciones publicitarias y de negocios con texto esquematizado, animaciones de texto e imágenes importadas."
1233,4,f,Se han diseñado presentaciones maestras que sirvan de base para la creación de otras presentaciones.
1233,4,g,"Se han manejado aplicaciones de autoedición que nos permiten diseñar y maquetar páginas con textos y elementos gráficos diversos, destinados a servir como material de marketing."
1233,5,a,"Se han realizado cálculos matemáticos en diversas áreas de la empresa como administración, finanzas y producción, entre otras."
1233,5,b,"Se han definido las fórmulas para automatizar la confección de diversos documentos administrativos, tales como albaranes y facturas, entre otros."
1233,5,c,"Se han utilizado funciones matemáticas para calcular ingresos, costes, y resultados económico–financieros."
1233,5,d,Se han tratado y filtrado listas de datos con la hoja de cálculo.
1233,5,e,Se han creado ficheros de bases de datos relacionales que pueden ser fácilmente consultadas.
1233,5,f,Se han extraído informaciones a través de la consulta combinada de varias tablas de datos.
1233,5,g,Se ha diseñado formularios para la inclusión de datos en sus tablas correspondientes.
1233,5,h,Se han elaborado informes personalizados de los registros de la base de datos para imprimirlos.
1233,6,a,Se han identificado los formatos electrónicos de factura.
1233,6,b,Se ha establecido la transmisión telemática entre ordenadores.
1233,6,c,Se ha garantizado la integridad y autenticidad de las transmisiones telemáticas a través de una firma electrónica reconocida.
1233,6,d,Se han utilizado aplicaciones específicas de emisión de facturas electrónicas.
1233,6,e,Se han realizado tareas administrativas online con organismos públicos y privados.
1233,6,f,Se han cumplimentado documentos con las obligaciones fiscales a las que están sujetas las operaciones de compraventa de productos o servicios.
1233,6,g,Se ha practicado con simuladores de recursos de la administración tributaria.
1233,6,h,Se han realizado prácticas con simuladores de banca online.
1234,1,a,Se han identificado las funciones del departamento de atención al cliente de distintos tipos de empresas y organizaciones.
1234,1,b,Se han identificado diferentes tipos de organización del departamento de atención al cliente según características de la empresa u organización.
1234,1,c,"Se han definido las relaciones del departamento de atención al cliente con el de marketing, el de ventas y otros departamentos de la empresa."
1234,1,d,"Se han confeccionado organigramas de empresas comerciales, teniendo en cuenta su tamaño, estructura y actividad."
1234,1,e,"Se han diferenciado las áreas de actividad y acciones del servicio de atención al cliente, teniendo en cuenta la legislación vigente."
1234,1,f,Se han identificado las funciones de los contact centers y los servicios que prestan a las empresas u organizaciones.
1234,2,a,"Se ha descrito el proceso de comunicación, los elementos que intervienen y las barreras y dificultades que pueden surgir en el mismo."
1234,2,b,"Se han identificado los canales de comunicación, interna y externa, de las empresas y organizaciones."
1234,2,c,Se han descrito las fases del proceso de información al cliente y las técnicas utilizadas en los diferentes canales de comunicación.
1234,2,d,"Se ha solicitado la información requerida por el cliente al departamento u organismo competente, a través de distintos canales de comunicación."
1234,2,e,"Se ha facilitado información a supuestos clientes, utilizando la escucha activa y prestando especial atención a la comunicación no verbal."
1234,2,f,"Se han mantenido conversaciones telefónicas para informar a supuestos clientes, utilizando actitudes, normas de protocolo y técnicas adecuadas."
1234,2,g,"Se han redactado escritos de respuesta a solicitudes de información en situaciones de atención al cliente, aplicando las técnicas adecuadas."
1234,2,h,"Se ha utilizado el correo electrónico y la mensajería instantánea para contestar a las consultas de clientes, respetando las normas de protocolo y adoptando una actitud adecuada."
1234,3,a,"Se han descrito las técnicas de organización y archivo de la información, tanto manuales como informáticas."
1234,3,b,"Se han descrito las técnicas más habituales de catalogación y archivo de documentación, analizando sus ventajas e inconvenientes."
1234,3,c,Se han clasificado distintos tipos de documentación en materia de atención al cliente/consumidor/usuario.
1234,3,d,"Se han elaborado, actualizado y consultado bases de datos con la información relativa a los clientes."
1234,3,e,"Se han manejado herramientas de gestión de las relaciones con los clientes (CRM), de acuerdo con las especificaciones recibidas."
1234,3,f,Se ha registrado la información relativa a las consultas o solicitudes de los clientes en la herramienta de gestión de las relaciones con clientes.
1234,3,g,"Se han aplicado métodos para garantizar la integridad de la información y la protección de datos, de acuerdo con la normativa vigente."
1234,4,a,"Se ha definido el concepto del consumidor y usuario, diferenciando los consumidores finales y los industriales."
1234,4,b,"Se ha identificado la normativa nacional, autonómica y local que regula los derechos del consumidor y usuario."
1234,4,c,"Se han identificado las instituciones y organismos, públicos y privados, de protección al consumidor y usuario, describiendo sus competencias."
1234,4,d,Se ha interpretado la normativa aplicable a la gestión de quejas y reclamaciones del cliente/consumidor/usuario en materia de consumo.
1234,4,e,Se han descrito las fuentes de información que facilitan información fiable en materia de consumo.
1234,5,a,"Se han identificado los tipos de consultas, quejas, reclamaciones y denuncias más habituales en materia de consumo."
1234,5,b,"Se ha descrito el procedimiento que hay que seguir, así como las fases, la forma y los plazos del proceso de tramitación de las reclamaciones del cliente."
1234,5,c,"Se ha informado al cliente de sus derechos y los posibles mecanismos de solución de la reclamación, de acuerdo con la normativa vigente."
1234,5,d,Se ha cumplimentado la documentación necesaria para cursar la reclamación hacia el departamento u organismo competente.
1234,5,e,"Se han aplicado técnicas de comunicación en la atención de las quejas y reclamaciones, utilizando la escucha activa, la empatía y la asertividad."
1234,5,f,Se han utilizado técnicas de negociación y actitudes que faciliten el acuerdo para resolver las reclamaciones del cliente.
1234,5,g,"Se han identificado y cumplimentado los documentos relativos a la tramitación de las quejas, reclamaciones y denuncias."
1234,5,h,"Se ha informado al reclamante de la situación y del resultado de la queja o reclamación, de forma oral y/o escrita, y/o por medios electrónicos."
1234,6,a,Se han identificado los métodos aplicables para evaluar la eficacia del servicio de atención/información al cliente.
1234,6,b,"Se ha realizado el seguimiento del proceso de tramitación de las quejas y reclamaciones, evaluando la forma y los plazos de resolución."
1234,6,c,Se han identificado las principales incidencias y retrasos en el servicio de atención al cliente y en la resolución de quejas y reclamaciones.
1234,6,d,Se han descrito las principales medidas aplicables para solucionar las anomalías detectadas y mejorar la calidad del servicio.
1234,6,e,Se han aplicado técnicas para medir el nivel de satisfacción del cliente y la eficacia del servicio prestado.
1234,6,f,"Se han redactado informes con los resultados y conclusiones de la evaluación de la calidad, utilizando herramientas informáticas."
1234,6,g,"Se han aplicado las acciones establecidas en el plan de mejora de la calidad del servicio, utilizando aplicaciones informáticas."
1234,6,h,"Se han desarrollado las acciones establecidas en el plan de fidelización de clientes, utilizando la información disponible en la herramienta de gestión de las relaciones con los clientes (CRM)."
1235,1,a,Se han examinado las características generales y particulares de un plan de marketing digital capaz de alcanzar los objetivos comerciales de la empresa.
1235,1,b,Se han ejecutado los procesos de posicionamiento y marketing online.
1235,1,c,Se han ejecutado los procesos de publicidad y promoción online ajustados a la normativa legal existente.
1235,1,f,Se han identificado los elementos que configuran el marketing de buscadores.
1235,1,e,"Se han evaluado los desafíos del marketing electrónico: la confianza en los medios de pago, los problemas logísticos y la seguridad."
1235,1,g,Se han reconocido las nuevas tendencias de comunicación y relación con el cliente en el marketing digital.
1235,2,a,Se han establecido los parámetros necesarios para crear o adaptar un negocio online.
1235,2,b,Se han definido acciones de captación de clientes enfocadas al comercio electrónico.
1235,2,c,Se han identificado los modelos de negocio convencionales y electrónicos existentes en la red.
1235,2,f,Se ha diseñado una tienda virtual.
1235,2,e,Se ha planificado la gestión de los pedidos recibidos y todo el proceso logístico.
1235,2,g,Se han seleccionado los sistemas de seguridad que garanticen la privacidad e invulnerabilidad de las operaciones.
1235,3,a,Se han redactado sentencias en lenguaje de etiquetas de hipertexto (HTML).
1235,3,b,Se han utilizado programas comerciales para crear los ficheros que componen las páginas web.
1235,3,c,Se ha registrado la dirección de páginas web con dominio propio o con alojamiento gratuito.
1235,3,f,Se han enviado los ficheros web creados al servidor de Internet mediante programas especializados en esta tarea.
1235,3,e,"Se han utilizado programas específicos de inclusión de textos, imágenes y sonido."
1235,3,g,Se han incluido en la web enlaces de interés capaces de generar tráfico orientado e interesado en lo que se ofrece.
1235,4,a,Se han utilizado programas web para mantener cibercharlas de texto.
1235,4,b,Se han manejado aplicaciones de mensajería instantánea.
1235,4,c,Se han aplicado sistemas de comunicación oral que utilizan solo sonido o sonido e imagen.
1235,4,f,Se han propuesto temas de contenido profesional a través de blogs temáticos.
1235,4,e,Se han establecido contactos sobre temas concretos a través de blogs temáticos de contenido profesional.
1235,4,g,"Se han generado contenidos audiovisuales y fotográficos de la actividad, productos y procesos comerciales."
1235,5,a,Se han definido los modelos y funcionalidades Web 2.0. existentes en la red.
1235,5,b,Se han utilizado los recursos gratuitos y libres incluidos en los sitios Web 2.0.
1235,5,c,Se han aplicado los resultados obtenidos en el entorno Web 2.0 mediante la información (feedback) proporcionada por los usuarios.
1235,5,f,"Se han realizado las tareas necesarias para que la empresa esté presente, además de en su propio sitio web, en buscadores, redes sociales, blogs y chats y foros, entre otros."
1235,5,e,Se han seleccionado las acciones necesarias para integrar el comercio electrónico con funcionalidades propias de la Web 2.0.
1227,1,a,"Se ha considerado el concepto de cultura emprendedora, valorando su importancia como fuente de creación de empleo y de bienestar social."
1227,1,b,"Se ha valorado la importancia de la iniciativa individual, la creatividad, la formación y la colaboración para tener éxito en la actividad emprendedora."
1227,1,c,Se han descrito individualmente las funciones básicas de la empresa y se han analizado todas en conjunto como un sistema integral.
1227,1,d,Se ha reconocido el fenómeno de la responsabilidad social de la empresa y su importancia como elemento de estrategia empresarial.
1227,1,e,"Se han identificado prácticas empresariales que incorporan valores éticos, sociales y de respeto al medioambiente."
1227,1,f,"Se han identificado los principales elementos del entorno general de la empresa, analizando factores económicos, sociales, demográficos, culturales, tecnológicos, medioambientales y político–legales."
1227,1,g,"Se han descrito los factores del microentorno de la empresa, analizando la competencia, los proveedores/suministradores, los intermediarios y las instituciones que regulan y/o influyen en el comercio interior."
1227,1,h,Se han identificado las ventajas y fortalezas del comercio de proximidad tradicional frente a las grandes superficies y otras formas de distribución minorista.
1227,1,i,"Se han identificado los organismos públicos y privados que proporcionan información, orientación y asesoramiento a pequeños comercios, describiendo los servicios que prestan y los recursos disponibles online."
1227,2,a,"Se han identificando las formas jurídicas que puede adoptar una pequeña empresa, analizando características, capital social, número de socios, obligaciones formales y responsabilidad de los socios, entre otras."
1227,2,b,"Se han calculado los gastos de constitución y puesta en marcha de la empresa derivados de las distintas formas jurídicas, consultando la legislación vigente."
1227,2,c,"Se ha obtenido información sobre posibles ayudas y subvenciones para la creación de una empresa, identificando los requisitos y trámites que se deben realizar."
1227,2,d,"Se ha seleccionado la forma jurídica más adecuada, a partir de un estudio comparativo, valorando los costes, los trámites y obligaciones jurídicas y la responsabilidad de los socios."
1227,2,e,"Se ha consultado la normativa nacional, autonómica y local que regula y/o afecta al pequeño comercio."
1227,2,f,"Se han determinado los trámites administrativos y jurídicos, las autorizaciones y licencias que se requieren para la apertura y puesta en marcha del comercio y los organismos donde se gestionan y/o tramitan."
1227,2,g,"Se han identificado las obligaciones mercantiles, laborales y fiscales derivadas del ejercicio de la actividad económica de la empresa."
1227,2,h,Se ha cumplimentado la documentación que se requiere para la creación y puesta en marcha de la empresa.
1227,3,a,"Se ha establecido la ubicación y características de la tienda en función de la densidad, diversidad y accesibilidad de su zona de influencia, el tipo de clientes y sus hábitos de compra y los productos que se van a comercializar, entre otras."
1227,3,b,"Se han identificado las fortalezas y debilidades personales y las oportunidades y amenazas del entorno, mediante el correspondiente análisis DAFO."
1227,3,c,"Se ha definido la oferta comercial o surtido, en función de las oportunidades de negocio, el perfil de los clientes, las tendencias del mercado y la competencia de la zona de influencia, entre otras."
1227,3,d,"Se ha incluido un plan de inversiones básico que recoge los activos fijos necesarios, la forma de adquisición y la financiación de los mismos."
1227,3,e,"Se ha elaborado una lista de precios de los productos, aplicando los criterios de fijación de precios establecidos."
1227,3,f,"Se ha incluido un estudio de viabilidad económica y financiera del comercio, elaborando una cuenta de resultados básica para dos ejercicios, a partir de la estimación de los ingresos, gastos y costes previstos, los recursos financieros necesarios y calculando ratios económico–financieros."
1227,3,g,"Se ha valorado la posibilidad de contratar empleados en función de las características y necesidades del comercio, calculando los costes y definiendo las funciones que hay que cubrir, el perfil de los candidatos y el procedimiento de selección."
1227,3,h,"Se ha valorado la conveniencia de aplicar innovaciones tecnológicas y de acudir a acciones formativas, analizando los puntos débiles y la relación coste beneficio esperado en cuanto a viabilidad y sostenibilidad del negocio."
1227,3,i,"Se ha estudiado la posibilidad de comercialización online y de otras formas de venta a distancia, calculando su coste y teniendo en cuenta las características de los productos, el impacto esperado y los usos y prácticas del sector."
1227,4,a,"Se han determinado las necesidades de la tienda, local, mobiliario, equipos, sistema de cobro y terminal punto de venta, entre otros, en función de la idea de negocio, el tipo de clientes y los productos y servicios que hay que prestar al cliente."
1227,4,b,"Se ha obtenido información sobre posibles ayudas y subvenciones para la compra del equipamiento de la tienda, identificado los organismos donde se tramitan."
1227,4,c,"Se ha determinado la forma de adquisición del local, evaluando las modalidades de compraventa, traspaso o alquiler, a partir del análisis de costes, derechos y obligaciones de cada una de las modalidades."
1227,4,d,"Se ha obtenido información sobre servicios bancarios y formas de financiación de las inversiones y demás operaciones, analizando el procedimiento, documentación, requisitos y garantías exigidas para obtener un crédito o un préstamo bancario."
1227,4,e,"Se han valorado las opciones de leasing y renting para la adquisición de los equipos, calculando los costes y analizando los requisitos y garantías exigidas."
1227,4,f,"Se ha seleccionado la forma de obtención y financiación de los equipos e instalaciones de la tienda, evaluando los costes y los riesgos."
1227,4,g,"Se han seleccionado las pólizas de seguros adecuadas, en función de las coberturas necesarias según las contingencias y exigencias legales de la actividad."
1227,5,a,"Se ha establecido el sistema de fijación de los precios de venta en función de los costes, margen de beneficios, impuestos sobre el consumo, ciclo de vida del producto, precios de la competencia, diferenciación del producto y percepción del valor de los clientes, entre otros."
1227,5,b,"Se han realizado previsiones de la demanda y los ingresos por ventas y de los costes y gastos previstos, a partir de los datos obtenidos de fuentes externas que facilitan información económica del sector y de otros comercios similares."
1227,5,c,"Se han establecido los plazos, forma y medios de pago, descuentos y facilidades de pago a los clientes, en función de la capacidad financiera de la empresa, las características del producto, el tipo de clientes y los usos y prácticas del sector."
1227,5,d,"Se ha elaborado el calendario de cobros y pagos previstos, en función de las necesidades, compromisos y obligaciones de pago del pequeño comercio y asegurando la disponibilidad de efectivo en caja diariamente."
1227,5,e,"Se ha previsto el sistema para comprobar periódica y sistemáticamente la liquidez de la tienda, ajustando los compromisos de pago y las estimaciones de cobro."
1227,5,f,Se han calculado los costes financieros y los riesgos de gestión de cobro y de negociación de efectos comerciales.
1227,5,g,Se han calculado los costes de personal y seguridad social a cargo de la empresa.
1227,5,h,"Se ha definido el procedimiento de valoración sistemática de la actividad económica y financiera del comercio, calculando ratios de rentabilidad, solvencia, endeudamiento y liquidez, para detectar y corregir posibles desajustes."
1227,6,a,"Se ha interpretado la normativa mercantil y fiscal y los usos del comercio que regulan la facturación de productos/servicios, incluyendo la facturación electrónica."
1227,6,b,Se han interpretado la normativa reguladora del Impuesto sobre el Valor Añadido (IVA) y las obligaciones establecidas para la facturación de productos y/o servicios.
1227,6,c,"Se han elaborado facturas correspondientes a las operaciones de compraventa y/o prestación de servicios, de acuerdo con la normativa mercantil y fiscal y los usos del comercio, utilizando herramientas informáticas."
1227,6,d,Se ha realizado el registro periódico de las facturas emitidas y recibidas que exige la normativa del IVA.
1227,6,e,Se han cumplimentado y gestionado los documentos correspondientes a los diferentes medios de pago y cobro de las operaciones de la empresa.
1227,6,f,Se han preparado remesas de efectos comerciales para su envío a las entidades bancarias en gestión de cobro o para su negociación y descuento.
1227,6,g,Se han elaborado facturas de negociación de efectos comerciales.
1227,7,a,Se han identificado las funciones de la contabilidad y los libros obligatorios y voluntarios que debe llevar la empresa.
1227,7,b,"Se han diferenciado las distintas partidas del balance (activo, pasivo y patrimonio neto), analizando sus características y relación funcional."
1227,7,c,"Se han registrado las operaciones realizadas, de acuerdo con los principios generales y las normas de valoración del Plan General Contable para pymes, utilizando la aplicación informática disponible."
1227,7,d,"Se ha calculado la amortización de los elementos del inmovilizado, de acuerdo con la normativa fiscal vigente y el Plan General Contable para las pymes."
1227,7,e,"Se ha calculado el resultado del ejercicio y se han elaborado las cuentas anuales, de acuerdo con el Plan General Contable para las pymes."
1227,7,f,"Se han cumplimentado las declaraciones–liquidaciones periódicas del Impuesto sobre el Valor Añadido, en función del régimen de tributación elegido."
1227,7,g,"Se han determinado las obligaciones fiscales derivadas de los impuestos que gravan los beneficios, en función de la forma jurídica de la empresa (IRPF e Impuesto de Sociedades)."
1227,7,h,"Se ha valorado la posibilidad de utilizar asesoramiento externo de carácter laboral, fiscal y/o contable, en función de las características de la empresa."
1227,8,a,"Se han adaptado las características de la tienda a los sistemas normalizados de calidad y a los códigos de buenas prácticas, aplicables al pequeño comercio, de carácter europeo, nacional, autonómico y local."
1227,8,b,"Se han definido las pautas de atención al cliente, aplicando criterios de calidad, cortesía y trato personalizado, de acuerdo con lo establecido en la norma UNE 175001-1 (calidad de servicio para el pequeño comercio) y otras normas."
1227,8,c,"Se han establecido los servicios adicionales a la venta propios del servicio de proximidad (envío a domicilio y servicios postventa), según características de la tienda, demandas de clientes y usos del sector, valorando su coste y efectividad."
1227,8,d,"Se han fijado los horarios y calendario de apertura de la tienda, los períodos de rebajas y promociones y otros aspectos de funcionamiento, respetando la normativa local vigente y los usos y costumbres del comercio al por menor."
1227,8,e,"Se ha diseñado un sistema actualizado de información y precios de los productos, accesible al consumidor, garantizando la correspondencia entre los precios marcados en las etiquetas y los registrados en la aplicación del TPV."
1227,8,f,"Se ha fijado el procedimiento de gestión de incidencias, quejas y reclamaciones que garantice un servicio de calidad y el cumplimiento de la normativa de protección del consumidor."
1227,8,g,"Se ha establecido el procedimiento para comprobar el mantenimiento de las instalaciones y la funcionalidad del surtido de productos expuestos, aplicando criterios comerciales y de seguridad en materia de prevención de riesgos."
1227,8,h,"Se han mantenido actualizadas las bases de datos de clientes, garantizando su confidencialidad y respeto de la normativa de protección de datos."
1228,1,a,Se ha organizado la información de las operaciones y flujos previstos en el almacén durante un determinado periodo de tiempo.
1228,1,b,"Se han asignado las tareas diarias del almacén al personal, de acuerdo con los tiempos asignados a cada actividad."
1228,1,c,Se han transmitido correctamente las órdenes y/o instrucciones de trabajo al personal correspondiente.
1228,1,d,Se han registrado las entradas y salidas de mercancías previstas del almacén en el sistema de gestión de stocks.
1228,1,e,"Se ha realizado el control diario del stock del almacén, garantizando las necesidades de los clientes internos o externos."
1228,1,f,Se han utilizado medios de comunicación y transmisión electrónicos (EDI) para la coordinación y seguimiento de mercancías en el almacén.
1228,2,a,"Se ha organizado la descarga de las mercancías de los vehículos, asignándole el muelle correspondiente del almacén."
1228,2,b,Se ha verificado la correspondencia entre la mercancía descargada y la documentación que la acompaña.
1228,2,c,Se han investigado las causas por las cuales se ha devuelto mercancía al almacén.
1228,2,d,"Se han identificado las instrucciones de descarga y manipulación que contienen las fichas de cada mercancía, de forma que se asegure su integridad y trazabilidad."
